"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 27, 2012","33,858.22","33,664.46","34,010.88","33,664.46","156.21M","0.58%"
"Mar 26, 2012","33,664.46","33,572.07","33,726.42","33,461.21","165.91M","0.28%"
"Mar 23, 2012","33,572.07","33,550.89","33,672.42","33,323.26","183.45M","0.06%"
"Mar 22, 2012","33,550.89","33,878.56","33,975.34","33,493.65","227.68M","-0.97%"
"Mar 20, 2012","33,878.56","34,214.07","34,214.07","33,840.09","244.75M","-0.98%"
"Mar 19, 2012","34,214.07","34,221.62","34,312.61","34,035.16","150.79M","-0.02%"
"Mar 16, 2012","34,221.62","34,215.30","34,438.60","34,215.30","279.92M","0.02%"
"Mar 15, 2012","34,215.30","34,426.74","34,601.27","34,156.71","317.14M","-0.61%"
"Mar 14, 2012","34,426.74","34,175.39","34,541.13","34,175.39","287.62M","0.74%"
"Mar 13, 2012","34,175.39","33,901.72","34,239.46","33,901.72","203.20M","0.81%"
"Mar 12, 2012","33,901.72","33,926.20","34,077.08","33,821.12","156.79M","-0.07%"
"Mar 09, 2012","33,926.20","33,758.62","33,926.20","33,758.62","153.35M","0.50%"
"Mar 08, 2012","33,758.62","33,592.32","33,841.32","33,563.07","216.80M","0.50%"
"Mar 07, 2012","33,592.32","33,387.04","33,685.92","33,387.04","169.86M","0.61%"
"Mar 06, 2012","33,387.04","34,031.77","34,031.77","33,330.34","214.78M","-1.89%"
"Mar 05, 2012","34,031.77","34,186.81","34,186.81","33,910.71","136.15M","-0.45%"
"Mar 02, 2012","34,186.81","34,298.48","34,298.48","34,023.12","180.11M","-0.33%"
"Mar 01, 2012","34,298.48","34,296.00","34,298.48","33,948.12","193.91M","0.01%"
"Feb 29, 2012","34,296.00","34,214.53","34,372.53","34,207.42","-","0.24%"
"Feb 28, 2012","34,214.53","33,871.32","34,214.53","33,871.32","183.72M","1.01%"
"Feb 27, 2012","33,871.32","34,260.76","34,260.76","33,814.82","230.37M","-1.14%"
"Feb 24, 2012","34,260.76","34,108.20","34,282.02","34,104.09","225.43M","0.45%"
"Feb 23, 2012","34,108.20","34,006.52","34,230.04","34,006.52","212.91M","0.30%"
"Feb 22, 2012","34,006.52","34,142.37","34,249.21","33,974.89","172.05M","-0.40%"
"Feb 21, 2012","34,142.37","34,106.00","34,192.47","34,078.87","163.92M","0.11%"
"Feb 20, 2012","34,106.00","34,082.78","34,239.90","34,082.78","113.35M","0.07%"
"Feb 17, 2012","34,082.78","33,801.64","34,117.41","33,801.64","143.63M","0.83%"
"Feb 16, 2012","33,801.64","34,089.87","34,089.87","33,721.43","161.37M","-0.85%"
"Feb 15, 2012","34,089.87","34,112.44","34,300.54","34,089.87","209.24M","-0.07%"
"Feb 14, 2012","34,112.44","34,207.43","34,245.91","34,044.42","204.39M","-0.28%"
"Feb 13, 2012","34,207.43","33,892.58","34,230.21","33,892.58","161.31M","0.93%"
"Feb 10, 2012","33,892.58","34,268.14","34,268.14","33,829.71","173.68M","-1.10%"
"Feb 09, 2012","34,268.14","34,226.73","34,307.45","34,041.67","204.48M","0.12%"
"Feb 08, 2012","34,226.73","33,974.45","34,282.94","33,974.45","195.43M","0.74%"
"Feb 07, 2012","33,974.45","34,176.30","34,211.35","33,929.16","170.26M","-0.59%"
"Feb 06, 2012","34,176.30","34,386.97","34,456.81","34,156.43","166.76M","-0.61%"
"Feb 03, 2012","34,386.97","34,371.50","34,396.50","34,186.23","187.81M","0.05%"
"Feb 02, 2012","34,371.50","34,139.52","34,460.57","34,139.52","248.15M","0.68%"
"Feb 01, 2012","34,139.52","33,792.48","34,139.52","33,661.23","196.39M","1.03%"
"Jan 31, 2012","33,792.48","33,629.77","33,988.79","33,629.77","252.54M","0.48%"
"Jan 30, 2012","33,629.77","33,895.02","33,895.02","33,451.45","191.70M","-0.78%"
"Jan 27, 2012","33,895.02","34,065.49","34,065.49","33,806.09","169.92M","-0.50%"
"Jan 26, 2012","34,065.49","33,637.27","34,079.54","33,637.27","201.36M","1.27%"
"Jan 25, 2012","33,637.27","33,733.46","33,828.75","33,491.41","195.68M","-0.29%"
"Jan 24, 2012","33,733.46","33,940.48","33,940.48","33,602.31","193.82M","-0.61%"
"Jan 23, 2012","33,940.48","33,703.38","33,949.41","33,651.74","160.61M","0.70%"
"Jan 20, 2012","33,703.38","33,586.15","33,721.32","33,469.72","335.73M","0.35%"
"Jan 19, 2012","33,586.15","33,550.09","33,656.37","33,488.05","210.85M","0.11%"
"Jan 18, 2012","33,550.09","33,424.73","33,557.62","33,209.76","224.05M","0.38%"
"Jan 17, 2012","33,424.73","33,205.01","33,489.91","33,205.01","187.73M","0.66%"
"Jan 16, 2012","33,205.01","32,927.36","33,205.01","32,877.44","102.51M","0.84%"
"Jan 13, 2012","32,927.36","33,008.52","33,189.45","32,841.98","151.08M","-0.25%"
"Jan 12, 2012","33,008.52","32,827.05","33,110.10","32,812.06","165.79M","0.55%"
"Jan 11, 2012","32,827.05","33,020.16","33,136.52","32,812.99","166.77M","-0.58%"
"Jan 10, 2012","33,020.16","32,774.83","33,041.01","32,774.83","305.60M","0.75%"
"Jan 09, 2012","32,774.83","32,749.57","32,855.88","32,627.08","152.04M","0.08%"
"Jan 06, 2012","32,749.57","32,599.06","32,875.20","32,589.13","-","0.46%"
"Jan 05, 2012","32,599.06","32,899.68","32,899.68","32,583.91","151.76M","-0.91%"
"Jan 04, 2012","32,899.68","32,768.35","33,006.83","32,720.46","135.62M","0.40%"
"Jan 03, 2012","32,768.35","31,985.67","32,793.07","31,985.67","109.77M","2.45%"
"Dec 30, 2011","31,985.67","31,995.87","32,095.37","31,985.67","39.42M","-0.03%"
"Dec 29, 2011","31,995.87","32,092.87","32,092.87","31,775.44","-","-0.30%"
"Dec 28, 2011","32,092.87","32,127.25","32,244.80","32,027.14","132.25M","-0.11%"
"Dec 23, 2011","32,127.25","31,904.14","32,179.35","31,904.14","64.48M","0.70%"
"Dec 22, 2011","31,904.14","31,646.77","31,904.14","31,646.77","114.93M","0.81%"
"Dec 21, 2011","31,646.77","31,783.90","32,022.36","31,554.19","-","-0.43%"
"Dec 20, 2011","31,783.90","31,721.37","31,783.90","31,541.18","165.10M","0.20%"
"Dec 19, 2011","31,721.37","32,006.70","32,006.70","31,592.21","194.37M","-0.89%"
"Dec 15, 2011","32,006.70","31,727.03","32,016.73","31,517.68","379.87M","0.88%"
"Dec 14, 2011","31,727.03","32,208.20","32,227.64","31,703.18","250.04M","-1.49%"
"Dec 13, 2011","32,208.20","32,270.06","32,437.90","32,154.79","180.26M","-0.19%"
"Dec 12, 2011","32,270.06","32,632.92","32,670.96","32,237.77","470.89M","-1.11%"
"Dec 09, 2011","32,632.92","32,760.17","32,760.17","32,371.89","157.56M","-0.39%"
"Dec 08, 2011","32,760.17","32,760.27","33,034.15","32,735.75","186.27M","-0.00%"
"Dec 07, 2011","32,760.27","32,719.23","32,956.35","32,678.18","176.15M","0.13%"
"Dec 06, 2011","32,719.23","32,832.22","32,832.22","32,572.73","203.97M","-0.34%"
"Dec 05, 2011","32,832.22","32,610.90","32,907.38","32,570.50","238.70M","0.68%"
"Dec 02, 2011","32,610.90","32,748.85","32,903.67","32,529.40","219.39M","-0.42%"
"Dec 01, 2011","32,748.85","32,812.64","32,876.47","32,402.84","199.74M","-0.19%"
"Nov 30, 2011","32,812.64","31,636.36","32,812.64","31,551.43","-","3.72%"
"Nov 29, 2011","31,636.36","31,829.34","31,849.40","31,472.45","223.71M","-0.61%"
"Nov 28, 2011","31,829.34","31,123.96","31,829.34","31,123.96","147.63M","2.27%"
"Nov 25, 2011","31,123.96","31,201.82","31,201.82","30,803.57","147.52M","-0.25%"
"Nov 24, 2011","31,201.82","30,956.19","31,342.17","30,956.19","171.58M","0.79%"
"Nov 23, 2011","30,956.19","31,369.74","31,369.74","30,833.89","210.64M","-1.32%"
"Nov 22, 2011","31,369.74","31,116.01","31,430.63","31,116.01","183.59M","0.82%"
"Nov 21, 2011","31,116.01","31,812.66","31,812.66","31,116.01","168.27M","-2.19%"
"Nov 18, 2011","31,812.66","32,438.05","32,438.05","31,770.15","204.57M","-1.93%"
"Nov 17, 2011","32,438.05","32,672.67","32,672.67","32,229.05","173.86M","-0.72%"
"Nov 16, 2011","32,672.67","32,674.18","32,828.99","32,461.88","182.93M","-0.00%"
"Nov 15, 2011","32,674.18","32,343.89","32,675.84","32,204.24","168.99M","1.02%"
"Nov 14, 2011","32,343.89","32,261.65","32,599.28","32,211.66","147.87M","0.25%"
"Nov 11, 2011","32,261.65","32,216.61","32,261.65","31,924.73","128.80M","0.14%"
"Nov 10, 2011","32,216.61","32,017.01","32,385.45","31,759.18","169.12M","0.62%"
"Nov 09, 2011","32,017.01","32,670.42","32,840.57","32,017.01","164.55M","-2.00%"
"Nov 08, 2011","32,670.42","32,514.38","32,763.48","32,293.63","149.55M","0.48%"
"Nov 07, 2011","32,514.38","31,917.02","32,514.38","31,757.32","124.77M","1.87%"
"Nov 04, 2011","31,917.02","32,211.88","32,494.61","31,803.63","171.68M","-0.92%"
"Nov 03, 2011","32,211.88","32,196.56","32,296.90","31,818.09","203.90M","0.05%"
"Nov 02, 2011","32,196.56","31,724.22","32,196.56","31,695.08","179.44M","1.49%"
"Nov 01, 2011","31,724.22","32,348.54","32,348.54","31,564.91","259.11M","-1.93%"
"Oct 31, 2011","32,348.54","32,894.11","32,894.11","32,348.54","222.32M","-1.66%"
"Oct 28, 2011","32,894.11","32,452.55","32,894.11","32,452.55","218.92M","1.36%"
"Oct 27, 2011","32,452.55","31,736.62","32,513.66","31,736.62","261.74M","2.26%"
"Oct 26, 2011","31,736.62","31,663.61","31,994.66","31,663.61","200.73M","0.23%"
"Oct 25, 2011","31,663.61","31,654.31","31,921.32","31,419.12","210.77M","0.03%"
"Oct 24, 2011","31,654.31","31,449.99","31,799.73","31,404.78","157.02M","0.65%"
"Oct 21, 2011","31,449.99","30,836.89","31,449.99","30,836.89","194.47M","1.99%"
"Oct 20, 2011","30,836.89","31,197.35","31,197.35","30,689.14","214.71M","-1.16%"
"Oct 19, 2011","31,197.35","31,054.20","31,298.18","31,030.01","239.70M","0.46%"
"Oct 18, 2011","31,054.20","31,095.23","31,095.23","30,817.03","198.50M","-0.13%"
"Oct 17, 2011","31,095.23","31,123.59","31,459.40","30,966.04","133.24M","-0.09%"
"Oct 14, 2011","31,123.59","30,834.39","31,288.95","30,777.99","135.43M","0.94%"
"Oct 13, 2011","30,834.39","31,129.95","31,245.25","30,834.39","148.68M","-0.95%"
"Oct 12, 2011","31,129.95","30,803.88","31,274.19","30,665.53","182.75M","1.06%"
"Oct 11, 2011","30,803.88","30,884.70","30,972.53","30,626.03","154.65M","-0.26%"
"Oct 10, 2011","30,884.70","30,244.90","30,948.51","30,244.90","199.59M","2.12%"
"Oct 07, 2011","30,244.90","29,888.87","30,467.77","29,888.87","151.58M","1.19%"
"Oct 06, 2011","29,888.87","29,468.56","30,147.37","29,468.56","208.51M","1.43%"
"Oct 05, 2011","29,468.56","29,178.27","29,551.07","29,059.67","209.61M","0.99%"
"Oct 04, 2011","29,178.27","29,877.90","29,877.90","28,906.70","263.51M","-2.34%"
"Oct 03, 2011","29,877.90","29,674.20","29,901.11","29,158.01","217.91M","0.69%"
"Sep 30, 2011","29,674.20","29,688.89","29,749.35","29,320.80","278.10M","-0.05%"
"Sep 29, 2011","29,688.89","30,339.03","30,451.14","29,675.71","192.29M","-2.14%"
"Sep 28, 2011","30,339.03","30,752.40","30,909.46","30,280.07","164.00M","-1.34%"
"Sep 27, 2011","30,752.40","29,718.56","30,752.40","29,718.56","213.69M","3.48%"
"Sep 26, 2011","29,718.56","30,061.21","30,112.85","29,547.05","184.74M","-1.14%"
"Sep 23, 2011","30,061.21","30,323.04","30,474.83","29,748.92","274.98M","-0.86%"
"Sep 22, 2011","30,323.04","31,311.17","31,311.17","30,266.27","207.05M","-3.16%"
"Sep 21, 2011","31,311.17","31,343.90","31,614.57","31,259.20","211.19M","-0.10%"
"Sep 20, 2011","31,343.90","30,959.59","31,378.47","30,869.89","158.24M","1.24%"
"Sep 19, 2011","30,959.59","31,051.35","31,051.35","30,730.16","187.42M","-0.30%"
"Sep 16, 2011","31,051.35","30,998.05","31,248.29","30,866.60","222.63M","0.17%"
"Sep 15, 2011","30,998.05","30,459.82","31,006.56","30,459.82","270.10M","1.77%"
"Sep 14, 2011","30,459.82","30,032.71","30,547.14","29,893.15","262.30M","1.42%"
"Sep 13, 2011","30,032.71","29,855.75","30,288.34","29,506.31","232.73M","0.59%"
"Sep 12, 2011","29,855.75","30,440.87","30,440.87","29,584.26","251.03M","-1.92%"
"Sep 09, 2011","30,440.87","30,918.00","30,918.99","30,251.86","204.48M","-1.54%"
"Sep 08, 2011","30,918.00","30,514.60","30,918.00","30,374.16","210.13M","1.32%"
"Sep 07, 2011","30,514.60","29,525.83","30,514.60","29,525.83","208.79M","3.35%"
"Sep 06, 2011","29,525.83","29,888.14","30,175.62","29,418.91","263.29M","-1.21%"
"Sep 05, 2011","29,888.14","30,518.92","30,518.92","29,807.67","236.94M","-2.07%"
"Sep 02, 2011","30,518.92","31,088.12","31,088.12","30,326.18","211.88M","-1.83%"
"Sep 01, 2011","31,088.12","31,005.50","31,199.48","30,582.46","212.28M","0.27%"
"Aug 31, 2011","31,005.50","30,365.13","31,047.19","30,365.13","300.21M","2.11%"
"Aug 30, 2011","30,365.13","30,292.76","30,392.79","30,189.76","198.07M","0.24%"
"Aug 29, 2011","30,292.76","29,425.05","30,318.53","29,425.05","137.83M","2.95%"
"Aug 26, 2011","29,425.05","29,349.45","29,530.44","28,970.94","177.24M","0.26%"
"Aug 25, 2011","29,349.45","29,604.59","29,978.29","29,268.46","192.43M","-0.86%"
"Aug 24, 2011","29,604.59","29,259.86","29,777.12","29,161.27","174.05M","1.18%"
"Aug 23, 2011","29,259.86","29,433.12","29,743.18","29,042.12","174.99M","-0.59%"
"Aug 22, 2011","29,433.12","29,378.69","29,639.62","29,001.60","168.64M","0.19%"
"Aug 19, 2011","29,378.69","29,288.86","29,378.69","28,742.03","181.99M","0.31%"
"Aug 18, 2011","29,288.86","30,178.72","30,178.72","29,099.58","226.82M","-2.95%"
"Aug 17, 2011","30,178.72","29,987.27","30,312.73","29,743.95","271.00M","0.64%"
"Aug 16, 2011","29,987.27","30,159.42","30,159.42","29,726.39","235.52M","-0.57%"
"Aug 15, 2011","30,159.42","29,826.40","30,168.66","29,826.40","124.50M","1.12%"
"Aug 12, 2011","29,826.40","29,490.20","30,077.25","29,286.69","249.98M","1.14%"
"Aug 11, 2011","29,490.20","28,658.57","29,490.20","28,640.02","315.34M","2.90%"
"Aug 10, 2011","28,658.57","28,391.18","29,193.76","28,391.18","424.04M","0.94%"
"Aug 08, 2011","28,391.18","29,256.75","29,256.75","28,305.41","291.70M","-2.96%"
"Aug 05, 2011","29,256.75","29,601.61","29,601.61","28,624.05","386.48M","-1.17%"
"Aug 04, 2011","29,601.61","30,520.43","30,639.45","29,601.61","290.67M","-3.01%"
"Aug 03, 2011","30,520.43","30,871.78","30,878.85","30,354.38","293.88M","-1.14%"
"Aug 02, 2011","30,871.78","31,257.31","31,257.31","30,871.78","192.02M","-1.23%"
"Aug 01, 2011","31,257.31","31,208.04","31,495.53","31,144.41","129.20M","0.16%"
"Jul 29, 2011","31,208.04","31,446.39","31,446.39","30,974.00","178.58M","-0.76%"
"Jul 28, 2011","31,446.39","31,593.99","31,593.99","31,273.73","163.06M","-0.47%"
"Jul 27, 2011","31,593.99","31,868.73","31,946.73","31,521.72","170.66M","-0.86%"
"Jul 26, 2011","31,868.73","32,065.84","32,191.33","31,780.86","128.45M","-0.61%"
"Jul 25, 2011","32,065.84","32,016.30","32,111.73","31,859.22","136.92M","0.15%"
"Jul 22, 2011","32,016.30","32,125.79","32,204.91","31,870.26","146.38M","-0.34%"
"Jul 21, 2011","32,125.79","32,056.06","32,136.91","31,638.84","192.57M","0.22%"
"Jul 20, 2011","32,056.06","32,058.68","32,312.52","31,944.05","207.51M","-0.01%"
"Jul 19, 2011","32,058.68","31,871.59","32,172.02","31,871.59","173.70M","0.59%"
"Jul 18, 2011","31,871.59","32,288.43","32,288.43","31,871.59","177.72M","-1.29%"
"Jul 15, 2011","32,288.43","32,203.94","32,288.43","32,076.27","200.81M","0.26%"
"Jul 14, 2011","32,203.94","32,310.38","32,416.84","32,121.33","210.78M","-0.33%"
"Jul 13, 2011","32,310.38","31,926.55","32,310.38","31,926.55","213.11M","1.20%"
"Jul 12, 2011","31,926.55","31,845.02","31,935.72","31,371.22","256.36M","0.26%"
"Jul 11, 2011","31,845.02","32,002.33","32,030.50","31,793.02","175.85M","-0.49%"
"Jul 08, 2011","32,002.33","32,296.07","32,383.14","31,893.90","197.10M","-0.91%"
"Jul 07, 2011","32,296.07","32,130.71","32,369.32","32,130.71","158.75M","0.51%"
"Jul 06, 2011","32,130.71","32,254.24","32,254.24","32,028.48","180.05M","-0.38%"
"Jul 05, 2011","32,254.24","32,077.79","32,327.29","31,963.32","215.17M","0.55%"
"Jul 04, 2011","32,077.79","31,925.47","32,120.24","31,925.47","136.90M","0.48%"
"Jul 01, 2011","31,925.47","31,864.54","31,992.22","31,705.12","173.85M","0.19%"
"Jun 30, 2011","31,864.54","31,726.30","31,936.37","31,635.00","216.01M","0.44%"
"Jun 29, 2011","31,726.30","31,291.65","31,726.30","31,291.65","205.43M","1.39%"
"Jun 28, 2011","31,291.65","30,897.05","31,291.65","30,822.33","214.13M","1.28%"
"Jun 27, 2011","30,897.05","30,680.23","30,897.05","30,606.59","164.30M","0.71%"
"Jun 24, 2011","30,680.23","30,326.54","30,900.99","30,326.54","223.19M","1.17%"
"Jun 23, 2011","30,326.54","30,792.87","30,792.87","30,295.08","202.69M","-1.51%"
"Jun 22, 2011","30,792.87","30,971.88","30,971.88","30,712.62","199.27M","-0.58%"
"Jun 21, 2011","30,971.88","30,627.65","30,971.88","30,627.65","190.90M","1.12%"
"Jun 20, 2011","30,627.65","30,669.26","30,669.26","30,407.95","158.03M","-0.14%"
"Jun 17, 2011","30,669.26","31,000.52","31,000.52","30,458.91","358.95M","-1.07%"
"Jun 15, 2011","31,000.52","31,229.36","31,366.49","30,960.28","281.26M","-0.73%"
"Jun 14, 2011","31,229.36","31,176.58","31,426.17","31,120.43","245.06M","0.17%"
"Jun 13, 2011","31,176.58","31,164.35","31,305.94","30,987.43","254.38M","0.04%"
"Jun 10, 2011","31,164.35","31,634.17","31,634.17","31,107.02","184.02M","-1.49%"
"Jun 09, 2011","31,634.17","31,521.33","31,703.89","31,414.09","230.17M","0.36%"
"Jun 08, 2011","31,521.33","31,818.30","31,818.30","31,381.60","220.83M","-0.93%"
"Jun 07, 2011","31,818.30","31,578.03","31,854.77","31,578.03","201.45M","0.76%"
"Jun 06, 2011","31,578.03","31,575.65","31,637.97","31,352.93","165.82M","0.01%"
"Jun 03, 2011","31,575.65","31,877.77","31,877.77","31,376.56","195.19M","-0.95%"
"Jun 02, 2011","31,877.77","32,322.10","32,322.10","31,796.47","178.20M","-1.37%"
"Jun 01, 2011","32,322.10","32,565.73","32,565.73","32,266.47","160.63M","-0.75%"
"May 31, 2011","32,565.73","32,389.91","32,665.51","32,389.91","536.01M","0.54%"
"May 30, 2011","32,389.91","32,384.41","32,484.38","32,254.89","99.60M","0.02%"
"May 27, 2011","32,384.41","31,980.11","32,384.41","31,980.11","159.40M","1.26%"
"May 26, 2011","31,980.11","31,793.59","32,125.14","31,773.36","169.94M","0.59%"
"May 25, 2011","31,793.59","31,731.05","31,811.52","31,506.36","176.37M","0.20%"
"May 24, 2011","31,731.05","31,344.53","31,785.24","31,344.53","225.92M","1.23%"
"May 23, 2011","31,344.53","31,794.13","31,794.13","31,193.44","220.66M","-1.41%"
"May 20, 2011","31,794.13","31,918.93","32,288.68","31,794.13","214.01M","-0.39%"
"May 19, 2011","31,918.93","31,843.91","32,098.43","31,814.36","182.76M","0.24%"
"May 17, 2011","31,843.91","32,156.01","32,218.73","31,843.91","227.73M","-0.97%"
"May 16, 2011","32,156.01","31,959.93","32,156.01","31,678.46","188.11M","0.61%"
"May 13, 2011","31,959.93","31,681.83","32,156.68","31,681.83","205.93M","0.88%"
"May 12, 2011","31,681.83","32,051.35","32,051.35","31,546.41","193.73M","-1.15%"
"May 11, 2011","32,051.35","32,085.56","32,381.75","31,940.74","221.68M","-0.11%"
"May 10, 2011","32,085.56","31,609.78","32,129.80","31,609.78","224.77M","1.51%"
"May 09, 2011","31,609.78","31,878.83","31,971.86","31,511.57","176.22M","-0.84%"
"May 06, 2011","31,878.83","31,582.14","31,959.48","31,300.15","186.71M","0.94%"
"May 05, 2011","31,582.14","31,856.64","32,040.37","31,365.08","204.15M","-0.86%"
"May 04, 2011","31,856.64","32,325.83","32,325.83","31,763.39","193.20M","-1.45%"
"May 03, 2011","32,325.83","32,836.23","32,836.23","32,250.22","187.05M","-1.55%"
"Apr 29, 2011","32,836.23","32,659.95","32,836.23","32,517.98","108.93M","0.54%"
"Apr 28, 2011","32,659.95","32,668.15","32,786.04","32,320.80","146.44M","-0.03%"
"Apr 26, 2011","32,668.15","32,658.86","32,777.30","32,535.05","94.27M","0.03%"
"Apr 21, 2011","32,658.86","32,526.30","32,754.34","32,518.08","160.08M","0.41%"
"Apr 20, 2011","32,526.30","31,837.06","32,526.30","31,837.06","236.21M","2.16%"
"Apr 19, 2011","31,837.06","31,388.63","31,905.73","31,388.63","193.92M","1.43%"
"Apr 18, 2011","31,388.63","32,227.66","32,288.59","31,387.83","215.49M","-2.60%"
"Apr 15, 2011","32,227.66","32,418.33","32,453.71","32,191.14","199.98M","-0.59%"
"Apr 14, 2011","32,418.33","32,353.79","32,418.33","32,094.09","187.95M","0.20%"
"Apr 13, 2011","32,353.79","32,239.87","32,507.55","32,239.87","190.01M","0.35%"
"Apr 12, 2011","32,239.87","32,814.43","32,814.43","32,213.97","179.06M","-1.75%"
"Apr 11, 2011","32,814.43","32,806.27","32,908.83","32,642.51","205.39M","0.02%"
"Apr 08, 2011","32,806.27","32,633.25","32,914.20","32,633.25","264.42M","0.53%"
"Apr 07, 2011","32,633.25","32,887.47","32,887.47","32,464.10","184.86M","-0.77%"
"Apr 06, 2011","32,887.47","32,630.86","32,887.47","32,605.95","206.96M","0.79%"
"Apr 05, 2011","32,630.86","32,437.77","32,645.99","32,393.62","159.03M","0.60%"
"Apr 04, 2011","32,437.77","32,385.32","32,528.36","32,337.61","158.46M","0.16%"
"Apr 01, 2011","32,385.32","32,204.06","32,385.32","32,126.81","205.71M","0.56%"
"Mar 31, 2011","32,204.06","32,274.61","32,335.34","32,098.57","234.89M","-0.22%"
"Mar 30, 2011","32,274.61","31,718.01","32,313.50","31,718.01","229.56M","1.75%"
"Mar 29, 2011","31,718.01","31,377.12","31,718.01","31,377.12","175.04M","1.09%"
"Mar 28, 2011","31,377.12","31,595.89","31,595.89","31,260.05","136.65M","-0.69%"
"Mar 25, 2011","31,595.89","31,647.69","31,771.26","31,365.13","155.20M","-0.16%"
"Mar 24, 2011","31,647.69","31,215.55","31,647.69","31,215.55","193.96M","1.38%"
"Mar 23, 2011","31,215.55","30,868.31","31,330.21","30,843.33","191.75M","1.12%"
"Mar 22, 2011","30,868.31","30,677.08","31,108.00","30,677.08","214.13M","0.62%"
"Mar 18, 2011","30,677.08","30,718.55","31,094.51","30,624.54","230.05M","-0.14%"
"Mar 17, 2011","30,718.55","30,612.41","30,807.50","30,452.43","245.71M","0.35%"
"Mar 16, 2011","30,612.41","30,193.95","30,652.99","30,193.95","264.20M","1.39%"
"Mar 15, 2011","30,193.95","30,878.58","30,878.58","29,944.24","251.20M","-2.22%"
"Mar 14, 2011","30,878.58","31,173.86","31,173.86","30,826.56","165.20M","-0.95%"
"Mar 11, 2011","31,173.86","30,898.94","31,173.86","30,501.86","310.17M","0.89%"
"Mar 10, 2011","30,898.94","31,820.37","31,820.37","30,837.32","266.03M","-2.90%"
"Mar 09, 2011","31,820.37","31,827.42","32,165.37","31,809.78","226.44M","-0.02%"
"Mar 08, 2011","31,827.42","32,298.21","32,298.21","31,733.54","253.46M","-1.46%"
"Mar 07, 2011","32,298.21","32,337.06","32,446.12","31,965.10","209.99M","-0.12%"
"Mar 04, 2011","32,337.06","32,350.12","32,490.40","32,306.64","295.73M","-0.04%"
"Mar 03, 2011","32,350.12","31,973.09","32,351.28","31,934.53","186.45M","1.18%"
"Mar 02, 2011","31,973.09","32,050.73","32,050.73","31,692.89","174.95M","-0.24%"
"Mar 01, 2011","32,050.73","32,272.09","32,460.49","32,050.73","206.91M","-0.69%"
"Feb 28, 2011","32,272.09","31,965.59","32,272.09","31,755.51","208.60M","0.96%"
"Feb 25, 2011","31,965.59","31,706.47","31,965.59","31,440.16","183.79M","0.82%"
"Feb 24, 2011","31,706.47","31,932.07","31,986.38","31,361.39","228.51M","-0.71%"
"Feb 23, 2011","31,932.07","32,444.20","32,444.20","31,932.07","222.14M","-1.58%"
"Feb 22, 2011","32,444.20","32,806.67","32,806.67","32,330.81","244.32M","-1.10%"
"Feb 21, 2011","32,806.67","32,514.03","32,872.62","32,514.03","149.58M","0.90%"
"Feb 18, 2011","32,514.03","32,722.91","32,864.34","32,453.76","179.97M","-0.64%"
"Feb 17, 2011","32,722.91","32,778.12","32,917.48","32,699.19","195.36M","-0.17%"
"Feb 16, 2011","32,778.12","33,060.28","33,203.31","32,691.14","208.13M","-0.85%"
"Feb 15, 2011","33,060.28","33,094.06","33,171.18","32,952.79","208.80M","-0.10%"
"Feb 14, 2011","33,094.06","32,954.33","33,334.55","32,954.33","169.93M","0.42%"
"Feb 11, 2011","32,954.33","32,409.48","32,954.33","32,401.21","223.49M","1.68%"
"Feb 10, 2011","32,409.48","32,677.56","32,678.72","32,304.23","247.80M","-0.82%"
"Feb 09, 2011","32,677.56","32,788.86","32,903.00","32,613.24","240.73M","-0.34%"
"Feb 08, 2011","32,788.86","32,800.23","32,953.24","32,681.98","272.96M","-0.03%"
"Feb 07, 2011","32,800.23","32,902.52","33,122.43","32,800.23","215.58M","-0.31%"
"Feb 04, 2011","32,902.52","32,794.84","33,045.20","32,794.84","225.89M","0.33%"
"Feb 03, 2011","32,794.84","32,487.61","32,794.84","32,487.61","243.74M","0.95%"
"Feb 02, 2011","32,487.61","31,838.16","32,487.61","31,838.16","235.83M","2.04%"
"Feb 01, 2011","31,838.16","31,398.75","31,845.88","31,398.75","230.26M","1.40%"
"Jan 31, 2011","31,398.75","31,543.05","31,543.05","31,135.46","233.63M","-0.46%"
"Jan 28, 2011","31,543.05","32,138.54","32,138.54","31,522.60","228.16M","-1.85%"
"Jan 27, 2011","32,138.54","31,965.24","32,247.90","31,965.24","228.93M","0.54%"
"Jan 26, 2011","31,965.24","31,656.63","32,052.88","31,656.63","221.78M","0.97%"
"Jan 25, 2011","31,656.63","31,869.06","32,058.72","31,594.26","198.30M","-0.67%"
"Jan 24, 2011","31,869.06","32,140.01","32,175.97","31,767.25","164.66M","-0.84%"
"Jan 21, 2011","32,140.01","31,837.14","32,140.01","31,742.91","192.86M","0.95%"
"Jan 20, 2011","31,837.14","32,363.75","32,363.75","31,834.69","275.52M","-1.63%"
"Jan 19, 2011","32,363.75","32,559.72","32,725.87","32,361.12","184.81M","-0.60%"
"Jan 18, 2011","32,559.72","32,316.20","32,755.03","32,316.20","170.38M","0.75%"
"Jan 17, 2011","32,316.20","32,661.06","32,661.06","32,316.20","122.65M","-1.06%"
"Jan 14, 2011","32,661.06","32,632.15","32,661.06","32,397.71","138.13M","0.09%"
"Jan 13, 2011","32,632.15","32,483.94","32,726.03","32,440.79","168.80M","0.46%"
