"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 09, 2017","52,216.93","52,075.87","52,302.93","51,947.96","259.24M","0.50%"
"Jun 08, 2017","51,958.52","52,221.53","52,221.53","51,787.89","253.20M","-0.31%"
"Jun 07, 2017","52,117.82","52,172.70","52,450.05","52,117.82","305.61M","-0.26%"
"Jun 06, 2017","52,251.87","52,810.37","52,865.75","52,251.87","302.54M","-1.17%"
"Jun 05, 2017","52,870.12","52,686.50","53,052.25","52,585.84","379.91M","-0.04%"
"Jun 02, 2017","52,889.70","53,012.76","53,169.75","52,639.42","315.96M","0.09%"
"Jun 01, 2017","52,840.68","53,486.24","53,549.79","52,837.90","616.32M","-1.35%"
"May 31, 2017","53,562.57","53,806.29","53,950.96","53,394.35","413.54M","-1.10%"
"May 30, 2017","54,158.04","53,904.42","54,190.95","53,828.24","170.25M","0.40%"
"May 29, 2017","53,944.22","53,906.33","53,988.69","53,806.47","102.25M","-0.10%"
"May 26, 2017","53,996.14","53,945.77","54,081.55","53,751.40","190.06M","-0.06%"
"May 25, 2017","54,028.39","54,369.50","54,432.60","54,017.03","254.56M","-0.52%"
"May 24, 2017","54,308.67","54,209.34","54,519.91","54,080.18","223.18M","-0.44%"
"May 23, 2017","54,548.91","54,462.52","54,716.53","54,437.72","220.90M","0.06%"
"May 22, 2017","54,517.06","54,662.72","54,666.17","54,347.53","188.68M","0.16%"
"May 19, 2017","54,427.30","54,298.50","54,486.91","54,156.08","231.89M","0.42%"
"May 18, 2017","54,197.12","54,033.20","54,329.14","53,955.69","341.81M","0.36%"
"May 17, 2017","54,001.94","54,006.26","54,296.05","53,817.64","275.15M","-0.04%"
"May 16, 2017","54,023.12","53,927.48","54,200.41","53,791.78","203.09M","-0.05%"
"May 15, 2017","54,052.18","54,123.45","54,254.37","53,767.13","156.68M","-0.02%"
"May 12, 2017","54,063.34","54,056.44","54,090.34","53,896.61","163.44M","-0.09%"
"May 11, 2017","54,114.00","54,404.01","54,444.63","53,913.32","207.40M","-0.26%"
"May 10, 2017","54,254.35","54,350.10","54,391.04","54,117.04","234.41M","0.15%"
"May 09, 2017","54,172.76","53,985.74","54,286.88","53,967.63","199.19M","0.89%"
"May 08, 2017","53,696.37","53,561.61","53,728.63","53,442.03","172.15M","0.22%"
"May 05, 2017","53,579.01","53,420.35","53,760.28","53,293.46","242.51M","0.32%"
"May 04, 2017","53,406.31","53,568.46","53,673.58","53,286.61","297.37M","-0.34%"
"May 03, 2017","53,586.63","53,960.53","54,157.53","53,481.45","253.40M","-0.61%"
"May 02, 2017","53,915.64","53,871.34","54,103.39","53,826.98","242.13M","0.18%"
"Apr 28, 2017","53,817.31","53,587.11","53,985.99","53,587.11","224.97M","0.25%"
"Apr 26, 2017","53,680.69","53,299.86","53,680.69","53,232.07","218.03M","0.79%"
"Apr 25, 2017","53,257.44","52,851.74","53,302.78","52,851.74","219.10M","0.63%"
"Apr 24, 2017","52,921.41","52,254.84","52,921.41","52,254.84","236.61M","1.39%"
"Apr 21, 2017","52,194.59","52,615.03","52,644.80","52,162.69","187.11M","-0.58%"
"Apr 20, 2017","52,496.62","52,537.15","52,560.48","52,196.34","224.50M","-0.09%"
"Apr 19, 2017","52,545.12","52,876.23","52,944.61","52,539.22","243.92M","-0.24%"
"Apr 18, 2017","52,672.75","53,280.96","53,298.09","52,635.68","248.77M","-1.57%"
"Apr 13, 2017","53,510.22","53,425.62","53,544.71","53,331.20","240.77M","-0.08%"
"Apr 12, 2017","53,551.31","53,699.66","54,002.95","53,432.45","282.81M","0.03%"
"Apr 11, 2017","53,535.16","53,143.23","53,631.78","53,125.57","289.35M","0.74%"
"Apr 10, 2017","53,139.96","53,134.66","53,227.76","53,024.05","276.70M","0.54%"
"Apr 07, 2017","52,853.36","52,583.99","52,853.36","52,416.97","232.25M","-0.12%"
"Apr 06, 2017","52,918.42","52,806.86","52,918.42","52,530.01","312.88M","-0.14%"
"Apr 05, 2017","52,990.08","52,754.32","53,062.48","52,717.79","341.63M","0.63%"
"Apr 04, 2017","52,660.74","52,662.66","53,050.21","52,614.51","316.43M","0.39%"
"Apr 03, 2017","52,457.76","52,267.64","52,565.70","52,215.17","323.39M","0.77%"
"Mar 31, 2017","52,056.06","52,625.83","52,625.83","52,000.89","531.75M","-0.39%"
"Mar 30, 2017","52,261.18","52,388.50","52,480.80","52,038.42","206.48M","-0.35%"
"Mar 29, 2017","52,444.78","52,535.31","52,551.70","52,062.53","281.48M","0.26%"
"Mar 28, 2017","52,309.23","52,244.91","52,309.23","52,013.56","284.97M","1.13%"
"Mar 27, 2017","51,724.92","51,311.14","51,752.75","51,278.28","221.01M","-0.18%"
"Mar 24, 2017","51,816.31","52,007.55","52,117.42","51,759.69","210.43M","-0.41%"
"Mar 23, 2017","52,027.98","52,022.26","52,195.33","51,865.82","190.12M","-0.13%"
"Mar 22, 2017","52,096.71","52,038.47","52,222.00","51,776.16","243.59M","-1.25%"
"Mar 20, 2017","52,753.56","52,686.62","52,866.34","52,487.05","144.30M","0.39%"
"Mar 17, 2017","52,550.99","52,682.99","52,682.99","52,442.04","455.70M","-0.38%"
"Mar 16, 2017","52,748.97","52,082.62","52,762.26","52,082.62","673.84M","2.03%"
"Mar 15, 2017","51,701.60","51,814.83","51,863.87","51,576.51","263.13M","0.00%"
"Mar 14, 2017","51,699.46","51,778.34","52,057.66","51,601.34","240.62M","-0.30%"
"Mar 13, 2017","51,855.38","51,471.95","51,855.38","51,344.10","180.74M","1.14%"
"Mar 10, 2017","51,269.54","51,197.65","51,384.17","50,992.93","199.60M","0.70%"
"Mar 09, 2017","50,910.71","50,973.34","51,111.08","50,737.28","269.35M","-0.76%"
"Mar 08, 2017","51,299.99","51,309.24","51,474.33","51,162.52","253.76M","-0.15%"
"Mar 07, 2017","51,377.78","51,428.09","51,615.85","51,318.97","233.34M","-0.23%"
"Mar 06, 2017","51,498.14","51,805.75","51,805.75","51,426.59","192.49M","-0.41%"
"Mar 03, 2017","51,708.61","51,721.98","51,832.31","51,326.32","232.81M","-0.36%"
"Mar 02, 2017","51,893.19","51,802.36","52,009.14","51,708.45","263.64M","0.41%"
"Mar 01, 2017","51,682.19","51,273.18","51,690.13","51,015.41","253.22M","1.05%"
"Feb 28, 2017","51,146.05","51,439.38","51,563.16","51,146.05","306.24M","-0.68%"
"Feb 27, 2017","51,497.16","51,607.08","51,806.13","51,354.54","186.23M","-0.22%"
"Feb 24, 2017","51,609.86","51,830.59","52,027.13","51,531.56","224.37M","-1.10%"
"Feb 23, 2017","52,183.10","51,900.39","52,354.36","51,640.16","281.20M","0.18%"
"Feb 22, 2017","52,088.56","52,651.22","52,744.94","51,939.20","278.93M","-0.95%"
"Feb 21, 2017","52,586.61","52,661.88","52,700.01","52,286.24","251.04M","0.05%"
"Feb 20, 2017","52,558.61","52,317.09","52,691.66","52,317.09","182.56M","0.64%"
"Feb 17, 2017","52,223.54","52,439.77","52,481.65","52,212.69","208.91M","-0.69%"
"Feb 16, 2017","52,586.37","52,571.79","52,642.10","52,264.66","-","0.19%"
"Feb 15, 2017","52,485.16","52,686.88","52,686.88","52,323.55","249.19M","0.04%"
"Feb 14, 2017","52,465.64","52,821.03","52,886.01","52,332.66","244.69M","-0.93%"
"Feb 13, 2017","52,956.71","52,811.34","53,119.41","52,792.09","203.61M","0.51%"
"Feb 10, 2017","52,687.29","52,261.25","52,687.29","52,214.24","309.55M","1.51%"
"Feb 09, 2017","51,904.34","51,919.60","52,225.81","51,820.36","227.23M","0.19%"
"Feb 08, 2017","51,803.48","52,149.99","52,182.85","51,706.02","239.86M","-0.73%"
"Feb 07, 2017","52,181.91","52,181.34","52,181.91","51,876.60","199.88M","0.06%"
"Feb 06, 2017","52,151.16","52,346.06","52,516.75","52,113.79","176.88M","-0.22%"
"Feb 03, 2017","52,265.16","52,520.59","52,528.49","52,186.96","210.58M","-0.86%"
"Feb 02, 2017","52,719.58","52,973.53","53,011.10","52,646.27","272.68M","-0.72%"
"Feb 01, 2017","53,104.12","53,115.48","53,287.26","52,960.97","251.86M","0.60%"
"Jan 31, 2017","52,788.12","52,482.51","52,960.49","52,373.03","216.67M","0.24%"
"Jan 30, 2017","52,660.94","52,997.77","53,017.91","52,570.58","204.79M","-0.59%"
"Jan 27, 2017","52,973.83","53,444.17","53,480.69","52,843.29","230.57M","-0.81%"
"Jan 26, 2017","53,405.74","53,433.74","53,569.74","53,160.04","255.89M","0.29%"
"Jan 25, 2017","53,250.79","53,588.30","53,738.29","53,243.72","231.17M","-0.17%"
"Jan 24, 2017","53,342.04","53,186.65","53,342.04","53,046.76","257.43M","0.57%"
"Jan 23, 2017","53,040.48","52,550.44","53,040.48","52,470.54","188.16M","0.97%"
"Jan 20, 2017","52,532.26","52,802.36","52,802.36","52,399.33","179.53M","-0.70%"
"Jan 19, 2017","52,900.77","52,905.12","53,072.65","52,778.35","205.98M","-0.06%"
"Jan 18, 2017","52,933.28","52,969.74","53,149.05","52,762.03","238.76M","0.22%"
"Jan 17, 2017","52,817.73","52,890.44","53,144.64","52,732.56","303.64M","-0.64%"
"Jan 16, 2017","53,158.54","52,636.34","53,188.77","52,570.37","219.76M","0.69%"
"Jan 13, 2017","52,794.81","52,482.89","52,838.19","52,430.30","205.43M","0.67%"
"Jan 12, 2017","52,444.36","52,408.55","52,837.16","52,322.88","240.33M","0.01%"
"Jan 11, 2017","52,437.91","51,744.50","52,443.97","51,662.46","260.38M","1.35%"
"Jan 10, 2017","51,740.17","51,270.18","51,787.55","51,075.11","179.37M","1.35%"
"Jan 09, 2017","51,049.71","51,299.62","51,571.45","50,990.91","136.16M","-0.32%"
"Jan 06, 2017","51,216.00","50,598.24","51,280.84","50,419.46","141.74M","1.47%"
"Jan 05, 2017","50,474.95","50,874.55","51,038.87","50,338.30","161.90M","-0.56%"
"Jan 04, 2017","50,760.24","50,930.32","51,021.92","50,367.97","175.30M","-0.51%"
"Jan 03, 2017","51,020.66","50,851.51","51,119.06","50,851.51","152.08M","0.72%"
"Dec 30, 2016","50,653.54","50,764.35","50,812.52","50,456.59","83.81M","-0.06%"
"Dec 29, 2016","50,682.08","50,429.23","50,754.06","50,322.60","111.51M","0.71%"
"Dec 28, 2016","50,322.72","49,786.78","50,465.63","49,786.78","114.69M","1.87%"
"Dec 23, 2016","49,400.56","49,814.25","49,814.25","49,340.38","54.55M","-0.87%"
"Dec 22, 2016","49,833.77","50,203.07","50,203.07","49,761.97","127.42M","-0.66%"
"Dec 21, 2016","50,163.92","50,359.22","50,359.22","50,136.15","-","-0.36%"
"Dec 20, 2016","50,343.24","49,877.39","50,410.75","49,877.39","-","0.93%"
"Dec 19, 2016","49,880.99","50,093.60","50,266.10","49,880.99","208.21M","0.38%"
"Dec 15, 2016","49,691.31","50,389.04","50,530.27","49,691.31","-","-2.02%"
"Dec 14, 2016","50,716.25","50,987.29","51,072.40","50,583.88","255.79M","-0.24%"
"Dec 13, 2016","50,839.25","50,414.17","50,849.82","50,385.01","270.60M","0.62%"
"Dec 12, 2016","50,527.86","50,837.17","51,211.03","50,432.01","229.83M","-0.73%"
"Dec 09, 2016","50,899.92","50,312.82","50,900.39","50,269.60","234.23M","0.71%"
"Dec 08, 2016","50,543.44","49,896.75","50,543.44","49,830.82","274.40M","2.16%"
"Dec 07, 2016","49,476.06","49,180.09","49,548.19","49,126.36","234.79M","1.10%"
"Dec 06, 2016","48,935.90","49,769.15","49,842.86","48,935.90","215.16M","-1.56%"
"Dec 05, 2016","49,713.56","49,260.95","49,876.45","49,000.55","253.51M","0.93%"
"Dec 02, 2016","49,256.10","49,621.91","49,666.83","49,054.41","287.60M","-1.34%"
"Dec 01, 2016","49,927.00","50,329.40","50,471.51","49,650.28","415.50M","-0.56%"
"Nov 30, 2016","50,209.43","50,242.15","50,532.42","50,052.11","342.46M","0.10%"
"Nov 29, 2016","50,157.28","50,262.58","50,642.07","50,154.93","264.28M","-0.07%"
"Nov 28, 2016","50,193.64","50,776.58","50,982.26","50,193.64","210.61M","-0.99%"
"Nov 25, 2016","50,696.10","50,695.54","50,696.10","50,297.42","160.26M","0.27%"
"Nov 24, 2016","50,561.43","50,835.66","50,865.81","50,417.34","197.05M","-0.11%"
"Nov 23, 2016","50,616.43","51,187.86","51,374.22","50,517.73","246.06M","-0.98%"
"Nov 22, 2016","51,117.74","51,033.89","51,242.64","51,033.89","274.15M","1.03%"
"Nov 21, 2016","50,596.52","50,510.30","50,886.43","50,412.74","200.32M","-0.06%"
"Nov 18, 2016","50,626.06","50,580.05","50,888.96","50,533.30","196.08M","0.02%"
"Nov 17, 2016","50,617.57","49,937.07","50,617.57","49,903.53","243.45M","1.23%"
"Nov 16, 2016","50,004.82","49,869.19","50,220.45","49,816.19","262.43M","1.16%"
"Nov 15, 2016","49,430.21","49,782.05","49,943.06","49,402.14","245.23M","-0.61%"
"Nov 14, 2016","49,731.89","50,067.75","50,900.18","49,731.89","285.69M","-1.12%"
"Nov 11, 2016","50,294.72","50,948.31","51,038.98","50,294.72","349.56M","-2.33%"
"Nov 10, 2016","51,493.00","51,354.27","51,858.93","51,354.27","318.97M","1.01%"
"Nov 09, 2016","50,977.85","49,557.41","51,017.77","49,451.19","228.82M","0.55%"
"Nov 08, 2016","50,700.70","50,369.94","50,923.61","50,369.94","244.09M","0.79%"
"Nov 07, 2016","50,303.77","50,146.76","50,339.42","49,970.67","186.44M","1.24%"
"Nov 04, 2016","49,686.10","49,996.23","49,996.23","49,610.90","254.65M","-1.10%"
"Nov 03, 2016","50,239.27","50,300.11","50,314.42","50,003.69","311.59M","-0.29%"
"Nov 02, 2016","50,384.87","50,566.51","50,641.68","50,211.69","256.48M","-1.21%"
"Nov 01, 2016","51,002.69","50,704.69","51,037.84","50,704.69","222.96M","0.82%"
"Oct 31, 2016","50,590.08","50,806.62","50,845.47","50,532.60","271.44M","-0.41%"
"Oct 28, 2016","50,797.70","51,008.38","51,008.38","50,586.58","207.67M","-0.67%"
"Oct 27, 2016","51,139.66","51,443.21","51,443.21","51,065.17","205.46M","-0.80%"
"Oct 26, 2016","51,552.32","51,421.56","51,552.32","51,245.12","169.19M","-0.38%"
"Oct 25, 2016","51,749.86","51,891.01","51,955.41","51,577.62","202.89M","0.13%"
"Oct 24, 2016","51,683.39","51,840.70","52,095.05","51,637.62","200.71M","0.10%"
"Oct 21, 2016","51,629.23","51,644.31","51,881.62","51,605.16","226.26M","0.41%"
"Oct 20, 2016","51,420.66","51,749.50","51,755.50","51,335.10","162.00M","-0.16%"
"Oct 19, 2016","51,504.87","51,109.28","51,540.50","51,109.28","220.41M","0.74%"
"Oct 18, 2016","51,126.79","51,012.65","51,363.09","51,012.65","237.80M","0.70%"
"Oct 17, 2016","50,769.01","51,056.71","51,217.99","50,732.34","177.89M","-0.74%"
"Oct 14, 2016","51,146.78","50,911.53","51,326.32","50,750.78","251.08M","1.29%"
"Oct 13, 2016","50,494.51","51,185.36","51,186.64","50,460.75","339.37M","-2.04%"
"Oct 12, 2016","51,548.13","51,800.49","52,084.86","51,445.89","259.02M","-0.68%"
"Oct 11, 2016","51,898.82","51,676.44","52,160.26","51,676.44","399.30M","0.43%"
"Oct 10, 2016","51,675.51","51,560.18","51,812.79","51,432.17","214.75M","0.03%"
"Oct 07, 2016","51,662.07","51,677.23","51,951.65","51,359.15","239.27M","0.10%"
"Oct 06, 2016","51,610.78","51,928.40","52,142.60","51,610.78","271.23M","-0.50%"
"Oct 05, 2016","51,868.53","51,776.17","51,938.66","51,647.56","217.32M","-0.33%"
"Oct 04, 2016","52,040.85","51,723.40","52,224.23","51,677.91","248.35M","0.74%"
"Oct 03, 2016","51,658.99","52,037.93","52,127.45","51,658.99","193.10M","-0.56%"
"Sep 30, 2016","51,949.83","52,088.75","52,379.50","51,949.83","327.51M","-1.42%"
"Sep 29, 2016","52,698.58","52,380.56","52,808.91","52,380.56","455.68M","1.79%"
"Sep 28, 2016","51,773.50","50,982.10","51,920.47","50,982.10","248.06M","1.72%"
"Sep 27, 2016","50,899.66","51,554.33","51,594.10","50,899.66","-","-1.13%"
"Sep 26, 2016","51,479.80","51,677.30","51,677.30","51,108.97","256.93M","-1.00%"
"Sep 23, 2016","51,999.45","51,722.01","52,036.14","51,609.97","256.93M","0.20%"
"Sep 22, 2016","51,895.18","51,132.91","51,895.18","50,968.04","282.85M","2.24%"
"Sep 21, 2016","50,757.82","51,365.17","51,365.17","50,757.82","246.58M","-1.13%"
"Sep 20, 2016","51,335.75","51,792.37","51,806.45","51,324.66","258.57M","-1.23%"
"Sep 19, 2016","51,975.89","51,851.56","52,083.60","51,776.05","219.44M","0.28%"
"Sep 16, 2016","51,832.55","52,307.67","52,317.81","51,832.55","452.82M","-0.65%"
"Sep 15, 2016","52,174.26","52,607.75","52,651.47","52,026.47","555.71M","-0.62%"
"Sep 14, 2016","52,501.97","52,462.48","52,695.89","52,330.76","223.64M","-0.58%"
"Sep 13, 2016","52,805.96","52,975.71","53,053.00","52,679.35","251.46M","0.01%"
"Sep 12, 2016","52,802.00","52,430.65","52,830.66","52,241.55","241.77M","-1.02%"
"Sep 09, 2016","53,347.30","53,528.03","53,581.63","53,281.19","277.10M","0.18%"
"Sep 08, 2016","53,250.25","53,373.04","53,394.17","53,052.75","341.68M","-0.39%"
"Sep 07, 2016","53,456.43","53,504.63","53,593.29","53,311.90","239.53M","-0.42%"
"Sep 06, 2016","53,680.43","53,731.12","53,731.12","53,464.50","269.38M","0.11%"
"Sep 05, 2016","53,622.00","53,787.24","53,986.89","53,463.49","217.65M","0.23%"
"Sep 02, 2016","53,500.07","52,772.79","53,500.07","52,772.79","240.00M","1.65%"
"Sep 01, 2016","52,631.33","52,882.05","52,913.01","52,570.32","366.43M","-0.19%"
"Aug 31, 2016","52,733.12","53,123.52","53,275.28","52,682.65","-","-1.34%"
"Aug 30, 2016","53,448.69","53,726.87","53,838.01","53,435.40","227.76M","-0.22%"
"Aug 29, 2016","53,563.93","53,403.98","53,619.72","53,238.89","169.14M","0.11%"
"Aug 26, 2016","53,506.62","53,507.74","53,610.61","53,200.59","224.09M","0.04%"
"Aug 25, 2016","53,482.88","53,485.80","53,617.65","53,194.47","260.02M","-0.15%"
"Aug 24, 2016","53,562.80","53,368.50","53,688.85","53,228.57","372.05M","1.14%"
"Aug 23, 2016","52,957.80","52,857.75","53,024.78","52,688.51","211.36M","0.24%"
"Aug 22, 2016","52,828.93","52,854.58","52,993.62","52,667.48","157.46M","0.11%"
"Aug 19, 2016","52,771.95","53,091.86","53,330.35","52,706.56","210.80M","-0.41%"
"Aug 18, 2016","52,989.66","52,393.66","53,010.70","52,393.66","192.15M","1.30%"
"Aug 17, 2016","52,309.70","52,742.10","52,742.10","52,088.70","249.33M","-0.17%"
"Aug 16, 2016","52,396.40","52,427.16","52,908.50","52,287.47","272.10M","-0.00%"
"Aug 15, 2016","52,397.97","52,967.74","52,979.67","52,397.97","201.61M","-0.77%"
"Aug 12, 2016","52,806.50","52,660.05","53,071.88","52,660.05","230.10M","0.93%"
"Aug 11, 2016","52,321.78","52,209.66","52,324.15","51,875.17","224.69M","0.20%"
"Aug 10, 2016","52,218.61","52,193.86","52,503.06","52,140.10","334.90M","-0.51%"
"Aug 08, 2016","52,486.65","52,414.84","52,602.01","52,299.38","152.29M","0.26%"
"Aug 05, 2016","52,348.36","52,638.93","52,776.59","52,310.28","221.17M","-0.37%"
"Aug 04, 2016","52,543.37","52,558.72","52,842.42","52,404.49","256.34M","0.02%"
"Aug 02, 2016","52,532.76","52,890.66","52,911.98","52,460.59","-","-1.12%"
"Aug 01, 2016","53,126.80","53,296.85","53,371.99","53,035.25","-","0.62%"
"Jul 29, 2016","52,797.58","53,343.95","53,343.95","52,795.82","-","-0.91%"
"Jul 28, 2016","53,282.16","53,624.61","53,939.33","53,256.00","-","-0.90%"
"Jul 27, 2016","53,764.26","53,802.63","53,884.74","53,483.68","-","0.24%"
"Jul 26, 2016","53,638.04","53,491.17","53,745.29","53,271.56","-","0.65%"
"Jul 25, 2016","53,292.52","53,073.89","53,666.97","53,073.89","-","0.54%"
"Jul 22, 2016","53,005.22","52,661.17","53,006.40","52,610.41","-","0.06%"
"Jul 21, 2016","52,974.03","53,018.23","53,070.82","52,752.23","-","0.26%"
"Jul 20, 2016","52,837.86","52,761.24","52,939.71","52,467.20","240.48M","-0.10%"
"Jul 19, 2016","52,892.92","52,733.39","52,902.94","52,444.82","226.27M","-0.29%"
"Jul 18, 2016","53,046.31","52,900.07","53,046.31","52,701.55","151.12M","-0.08%"
"Jul 15, 2016","53,088.46","52,710.36","53,147.86","52,604.31","197.04M","0.48%"
"Jul 14, 2016","52,837.03","52,835.97","53,001.11","52,564.48","246.50M","0.04%"
"Jul 13, 2016","52,814.88","52,712.03","52,914.40","52,620.27","219.49M","0.51%"
"Jul 12, 2016","52,547.52","52,069.89","52,623.21","52,069.89","272.78M","0.72%"
"Jul 11, 2016","52,170.37","51,834.07","52,170.37","51,582.92","186.45M","1.74%"
"Jul 08, 2016","51,276.40","50,935.68","51,397.10","50,806.51","165.89M","0.35%"
"Jul 07, 2016","51,097.48","51,206.56","51,526.21","51,097.48","211.24M","0.56%"
"Jul 06, 2016","50,811.66","51,401.57","51,557.63","50,786.74","300.62M","-1.66%"
"Jul 05, 2016","51,670.16","52,324.39","52,360.14","51,670.16","244.39M","-1.49%"
"Jul 04, 2016","52,454.24","52,721.73","52,817.69","52,355.11","181.78M","0.18%"
"Jul 01, 2016","52,357.50","52,674.68","52,708.65","51,820.55","238.47M","0.27%"
"Jun 30, 2016","52,217.72","52,047.49","52,684.99","51,969.81","277.66M","0.63%"
"Jun 29, 2016","51,890.42","51,345.72","52,018.96","51,243.87","257.79M","1.47%"
"Jun 28, 2016","51,141.14","50,589.81","51,490.79","50,589.81","296.88M","2.11%"
"Jun 27, 2016","50,086.68","51,523.26","51,523.26","50,017.98","327.40M","-3.08%"
"Jun 24, 2016","51,679.66","51,709.73","51,960.83","50,747.56","360.72M","-3.56%"
"Jun 23, 2016","53,585.53","53,473.88","53,927.30","53,201.31","216.85M","0.05%"
"Jun 22, 2016","53,557.20","53,130.65","53,690.95","53,121.00","231.36M","1.14%"
"Jun 21, 2016","52,955.18","52,799.83","53,002.75","52,588.93","218.23M","-0.15%"
"Jun 20, 2016","53,032.14","52,794.98","53,036.97","52,648.94","232.03M","1.71%"
"Jun 17, 2016","52,140.61","51,754.83","52,150.05","51,667.25","298.24M","0.22%"
"Jun 15, 2016","52,026.71","51,798.52","52,026.71","51,530.99","491.99M","1.23%"
"Jun 14, 2016","51,394.31","52,221.09","52,221.09","51,394.31","278.89M","-2.13%"
"Jun 13, 2016","52,511.52","52,689.75","52,873.46","52,510.34","254.44M","-1.25%"
"Jun 10, 2016","53,175.15","53,390.19","53,390.19","53,004.39","276.61M","-0.33%"
"Jun 09, 2016","53,353.87","53,909.42","53,942.55","53,297.08","220.57M","-1.12%"
"Jun 08, 2016","53,960.18","54,140.96","54,295.51","53,854.91","220.09M","-0.64%"
"Jun 07, 2016","54,305.73","54,209.11","54,422.24","53,963.48","226.34M","0.58%"
"Jun 06, 2016","53,990.76","53,955.02","54,177.73","53,654.31","232.68M","-0.50%"
"Jun 03, 2016","54,259.36","53,857.24","54,259.36","53,810.05","255.04M","1.01%"
"Jun 02, 2016","53,716.91","53,613.48","54,023.81","53,563.48","215.03M","0.37%"
"Jun 01, 2016","53,518.36","53,556.00","53,815.70","53,478.98","268.61M","-0.72%"
"May 31, 2016","53,905.21","54,666.61","54,704.22","53,905.21","546.82M","-1.04%"
"May 30, 2016","54,474.09","54,049.66","54,501.32","54,030.30","120.06M","0.68%"
"May 27, 2016","54,105.37","54,213.80","54,266.17","53,919.41","193.36M","0.34%"
"May 26, 2016","53,921.00","53,782.46","54,393.13","53,782.46","247.11M","0.37%"
"May 25, 2016","53,721.88","53,283.29","53,828.62","53,278.82","254.99M","1.27%"
"May 24, 2016","53,050.76","52,563.84","53,169.72","52,431.86","261.36M","0.80%"
"May 23, 2016","52,628.62","52,580.89","52,628.62","52,219.55","-","-0.02%"
"May 20, 2016","52,638.25","52,470.92","53,057.01","52,470.92","261.97M","0.51%"
"May 19, 2016","52,370.10","52,322.09","52,617.86","52,094.91","191.05M","-0.81%"
"May 18, 2016","52,797.23","52,350.69","52,899.14","52,267.87","259.02M","0.51%"
"May 17, 2016","52,528.84","52,775.84","53,001.81","52,223.85","244.78M","0.22%"
"May 16, 2016","52,412.68","52,005.37","52,496.14","51,933.02","200.32M","1.57%"
"May 13, 2016","51,602.55","51,331.77","51,602.55","50,923.42","230.77M","0.28%"
"May 12, 2016","51,458.48","51,893.29","51,944.62","51,458.48","199.96M","-1.29%"
"May 11, 2016","52,130.34","52,139.46","52,425.91","51,962.12","182.37M","0.49%"
"May 10, 2016","51,875.26","51,641.61","51,891.22","51,522.46","214.46M","1.03%"
"May 09, 2016","51,348.72","51,465.16","52,048.84","51,348.72","225.29M","-0.13%"
"May 06, 2016","51,417.38","51,825.71","51,825.71","51,306.96","256.35M","-0.99%"
"May 05, 2016","51,933.80","51,672.58","52,258.53","51,417.89","396.35M","0.12%"
"May 04, 2016","51,873.50","51,708.98","52,098.08","51,478.23","275.17M","-0.07%"
"May 03, 2016","51,912.11","53,203.53","53,203.53","51,892.13","266.81M","-1.97%"
"Apr 29, 2016","52,957.32","53,094.83","53,133.79","52,795.41","241.32M","-0.50%"
"Apr 28, 2016","53,223.98","53,348.50","53,591.31","53,159.56","241.18M","0.30%"
"Apr 26, 2016","53,062.95","52,883.25","53,168.24","52,768.89","192.86M","0.15%"
"Apr 25, 2016","52,985.31","52,955.53","53,031.91","52,401.06","153.51M","0.11%"
"Apr 22, 2016","52,925.75","53,275.60","53,275.60","52,820.66","202.04M","-0.75%"
"Apr 21, 2016","53,323.58","53,780.10","54,039.17","53,191.38","249.97M","-0.87%"
"Apr 20, 2016","53,789.75","53,173.78","53,789.75","52,975.56","260.72M","0.77%"
"Apr 19, 2016","53,380.94","53,365.53","53,434.02","53,107.70","212.07M","0.40%"
"Apr 18, 2016","53,166.59","52,687.85","53,166.59","52,516.00","187.84M","0.24%"
"Apr 15, 2016","53,038.91","52,906.70","53,042.16","52,537.23","169.04M","0.36%"
"Apr 14, 2016","52,848.00","52,908.74","53,064.99","52,667.74","238.63M","-0.17%"
"Apr 13, 2016","52,938.24","52,578.30","53,528.02","52,578.30","306.00M","1.69%"
"Apr 12, 2016","52,059.76","51,472.47","52,059.76","51,341.23","288.25M","1.23%"
"Apr 11, 2016","51,428.08","51,412.73","51,639.25","51,091.44","198.43M","0.01%"
"Apr 08, 2016","51,424.48","51,230.48","51,551.57","51,031.00","223.81M","0.54%"
"Apr 07, 2016","51,146.82","51,540.29","51,540.29","51,029.36","268.78M","-0.07%"
"Apr 06, 2016","51,184.32","51,562.97","51,566.67","51,098.74","263.03M","-0.08%"
"Apr 05, 2016","51,226.09","51,576.04","51,576.04","50,996.33","199.19M","-1.29%"
"Apr 04, 2016","51,895.14","51,471.05","51,963.76","51,334.32","181.87M","0.60%"
"Apr 01, 2016","51,584.13","51,772.56","51,817.32","51,290.50","229.13M","-1.27%"
"Mar 31, 2016","52,250.28","52,295.36","52,436.39","51,800.57","286.61M","-0.47%"
"Mar 30, 2016","52,495.46","52,057.21","52,659.64","52,039.33","259.84M","1.37%"
"Mar 29, 2016","51,787.20","52,382.36","52,562.82","51,724.61","209.37M","-1.03%"
"Mar 24, 2016","52,323.78","52,451.32","52,451.32","51,718.43","214.01M","-0.47%"
"Mar 23, 2016","52,569.55","53,108.92","53,165.39","52,446.86","239.24M","-1.54%"
"Mar 22, 2016","53,392.86","53,618.46","53,618.46","52,953.63","257.08M","-0.80%"
