Image,Number,Artist,Title,Streams,Date
34851,191,Post Malone,Go Flex,"1,058",2019-06-19
34852,192,Ella Mai,Trip,"1,055",2019-06-19
34853,193,Camila Cabello,Havana (feat. Young Thug),"1,052",2019-06-19
34854,194,Dua Lipa,IDGAF,"1,051",2019-06-19
34855,195,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","1,051",2019-06-19
34856,196,Why Don't We,Big Plans,"1,050",2019-06-19
34857,197,Lil Baby,Drip Too Hard (Lil Baby & Gunna),"1,046",2019-06-19
34858,198,KayGee DaKing,Kokota,"1,045",2019-06-19
34859,199,Jon Bellion,All Time Low,"1,045",2019-06-19
34860,200,Khalid,OTW,"1,045",2019-06-19
34861,1,Ed Sheeran,I Don't Care (with Justin Bieber),"8,469",2019-06-20
34862,2,Billie Eilish,bad guy,"7,142",2019-06-20
34863,3,Lil Nas X,Old Town Road (feat. Billy Ray Cyrus) - Remix,"6,970",2019-06-20
34864,4,Chris Brown,No Guidance (feat. Drake),"6,049",2019-06-20
34865,5,Taylor Swift,You Need To Calm Down,"5,866",2019-06-20
34866,6,Drake,Money In The Grave (Drake ft. Rick Ross),"5,853",2019-06-20
34867,7,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,"5,266",2019-06-20
34868,8,Post Malone,Wow.,"4,768",2019-06-20
34869,9,Shawn Mendes,If I Can't Have You,"4,597",2019-06-20
34870,10,Young Thug,The London (feat. J. Cole & Travis Scott),"4,528",2019-06-20
34871,11,Khalid,Talk (feat. Disclosure),"4,432",2019-06-20
34872,12,Jonas Brothers,Sucker,"4,326",2019-06-20
34873,13,Katy Perry,Never Really Over,"4,231",2019-06-20
34874,14,Sam Smith,Dancing With A Stranger (with Normani),"4,131",2019-06-20
34875,15,The Chainsmokers,Call You Mine,"4,073",2019-06-20
34876,16,MEDUZA,Piece Of Your Heart,"4,062",2019-06-20
34877,17,Avicii,SOS (feat. Aloe Blacc),"4,009",2019-06-20
34878,18,Lewis Capaldi,Someone You Loved,"3,893",2019-06-20
34879,19,OneRepublic,Rescue Me,"3,813",2019-06-20
34880,20,benny blanco,Eastside (with Halsey & Khalid),"3,714",2019-06-20
34881,21,Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),"3,617",2019-06-20
34882,22,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),"3,610",2019-06-20
34883,23,Marshmello,Happier,"3,485",2019-06-20
34884,24,Khalid,Better,"3,340",2019-06-20
34885,25,"Tyler, The Creator",EARFQUAKE,"3,216",2019-06-20
34886,26,Lil Nas X,Old Town Road,"3,167",2019-06-20
34887,27,Ariana Grande,7 rings,"3,141",2019-06-20
34888,28,The Chainsmokers,Who Do You Love,"2,962",2019-06-20
34889,29,Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),"2,932",2019-06-20
34890,30,Post Malone,Better Now,"2,894",2019-06-20
34891,31,Billie Eilish,bury a friend,"2,881",2019-06-20
34892,32,Lady Gaga,Shallow,"2,862",2019-06-20
34893,33,5 Seconds of Summer,Youngblood,"2,826",2019-06-20
34894,34,Avicii,Heaven,"2,818",2019-06-20
34895,35,J. Cole,MIDDLE CHILD,"2,779",2019-06-20
34896,36,Marshmello,Here With Me,"2,772",2019-06-20
34897,37,Halsey,Without Me,"2,758",2019-06-20
34898,38,Lauv,i'm so tired...,"2,716",2019-06-20
34899,39,Ava Max,Sweet but Psycho,"2,683",2019-06-20
34900,40,Post Malone,rockstar (feat. 21 Savage),"2,624",2019-06-20
34901,41,Ellie Goulding,Close To Me (with Diplo) (feat. Swae Lee),"2,605",2019-06-20
34902,42,YG,"Go Loko (feat. Tyga, Jon Z)","2,590",2019-06-20
34903,43,5 Seconds of Summer,Easier,"2,573",2019-06-20
34904,44,DaBaby,Suge,"2,545",2019-06-20
34905,45,Lauv,I Like Me Better,"2,537",2019-06-20
34906,46,Billie Eilish,when the party's over,"2,497",2019-06-20
34907,47,Lizzo,Truth Hurts,"2,481",2019-06-20
34908,48,Jonas Brothers,Only Human,"2,468",2019-06-20
34909,49,Lil Tecca,Ransom,"2,465",2019-06-20
34910,50,Bazzi,Focus (feat. 21 Savage),"2,415",2019-06-20
34911,51,The Chainsmokers,This Feeling,"2,360",2019-06-20
34912,52,Kygo,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")","2,349",2019-06-20
34913,53,Dominic Fike,3 Nights,"2,334",2019-06-20
34914,54,P!nk,Walk Me Home,"2,332",2019-06-20
34915,55,Bazzi,Paradise,"2,325",2019-06-20
34916,56,Panic! At The Disco,High Hopes,"2,303",2019-06-20
34917,57,Billie Eilish,lovely (with Khalid),"2,257",2019-06-20
34918,58,Anne-Marie,2002,"2,210",2019-06-20
34919,59,Mabel,Don't Call Me Up,"2,194",2019-06-20
34920,60,Prince Kaybee,Fetch Your Life - Edit,"2,140",2019-06-20
34921,61,Tellaman,Whipped,"2,137",2019-06-20
34922,62,Ariana Grande,"thank u, next","2,104",2019-06-20
34923,63,Nasty C,SMA,"2,083",2019-06-20
34924,64,Khalid,Saturday Nights,"2,041",2019-06-20
34925,65,Loud Luxury,Body (feat. Brando),"1,989",2019-06-20
34926,66,Alec Benjamin,Let Me Down Slowly,"1,964",2019-06-20
34927,67,Meek Mill,Going Bad (feat. Drake),"1,954",2019-06-20
34928,68,Miley Cyrus,Mother's Daughter,"1,944",2019-06-20
34929,69,Mark Ronson,Find U Again (feat. Camila Cabello),"1,940",2019-06-20
34930,70,Ali Gatie,It's You,"1,915",2019-06-20
34931,71,Drake,Omertà,"1,887",2019-06-20
34932,72,Travis Scott,SICKO MODE,"1,826",2019-06-20
34933,73,Dean Lewis,Be Alright,"1,823",2019-06-20
34934,74,Ariana Grande,"break up with your girlfriend, i'm bored","1,792",2019-06-20
34935,75,Prince Kaybee,Gugulethu,"1,789",2019-06-20
34936,76,Logic,Homicide (feat. Eminem),"1,789",2019-06-20
34937,77,Maroon 5,Girls Like You (feat. Cardi B),"1,733",2019-06-20
34938,78,De Mthuda,Shesha,"1,723",2019-06-20
34939,79,XXXTENTACION,SAD!,"1,718",2019-06-20
34940,80,Mustard,Pure Water (with Migos),"1,689",2019-06-20
34941,81,A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),"1,681",2019-06-20
34942,82,Post Malone,I Fall Apart,"1,665",2019-06-20
34943,83,Calvin Harris,Giant (with Rag'n'Bone Man),"1,664",2019-06-20
34944,84,Offset,Clout (feat. Cardi B),"1,652",2019-06-20
34945,85,Tyga,Taste (feat. Offset),"1,651",2019-06-20
34946,86,Joji,Sanctuary,"1,647",2019-06-20
34947,87,Mabel,Mad Love,"1,646",2019-06-20
34948,88,Juice WRLD,Lucid Dreams,"1,632",2019-06-20
34949,89,Jonas Blue,Rise,"1,629",2019-06-20
34950,90,Post Malone,Congratulations,"1,609",2019-06-20
34951,91,Billie Eilish,wish you were gay,"1,607",2019-06-20
34952,92,Kehlani,Nights Like This (feat. Ty Dolla $ign),"1,591",2019-06-20
34953,93,Post Malone,Psycho (feat. Ty Dolla $ign),"1,588",2019-06-20
34954,94,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,"1,574",2019-06-20
34955,95,Zedd,The Middle,"1,573",2019-06-20
34956,96,Dynoro,In My Mind,"1,550",2019-06-20
34957,97,Drake,Nonstop,"1,546",2019-06-20
34958,98,Imagine Dragons,Thunder,"1,543",2019-06-20
34959,99,Machine Gun Kelly,I Think I'm OKAY (with YUNGBLUD & Travis Barker),"1,530",2019-06-20
34960,100,Tiësto,Ritual,"1,529",2019-06-20
34961,101,Halsey,Nightmare,"1,513",2019-06-20
34962,102,Joyner Lucas,Isis,"1,512",2019-06-20
34963,103,Billie Eilish,you should see me in a crown,"1,511",2019-06-20
34964,104,Ed Sheeran,Shape of You,"1,485",2019-06-20
34965,105,Dreamville,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)","1,465",2019-06-20
34966,106,DJ Khaled,Just Us (feat. SZA),"1,461",2019-06-20
34967,107,Ava Max,So Am I,"1,456",2019-06-20
34968,108,James Arthur,Say You Won't Let Go,"1,440",2019-06-20
34969,109,DJ Snake,Loco Contigo (with J. Balvin & Tyga),"1,426",2019-06-20
34970,110,Journey,Don't Stop Believin',"1,422",2019-06-20
34971,111,Lewis Capaldi,when the party's over - Recorded at Spotify Studios NYC,"1,419",2019-06-20
34972,112,Bazzi,Beautiful (feat. Camila Cabello),"1,409",2019-06-20
34973,113,XXXTENTACION,Moonlight,"1,385",2019-06-20
34974,114,Billie Eilish,my strange addiction,"1,374",2019-06-20
34975,115,Imagine Dragons,Believer,"1,372",2019-06-20
34976,116,Tiësto,Jackie Chan,"1,364",2019-06-20
34977,117,Black Coffee,Drive (feat. Delilah Montagu) - Edit,"1,358",2019-06-20
34978,118,21 Savage,a lot,"1,351",2019-06-20
34979,119,Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)","1,345",2019-06-20
34980,120,Alan Walker,On My Way,"1,344",2019-06-20
34981,121,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),"1,339",2019-06-20
34982,122,Ed Sheeran,Perfect,"1,334",2019-06-20
34983,123,Cardi B,Please Me,"1,328",2019-06-20
34984,124,Polo G,Pop Out (feat. Lil Tjay),"1,322",2019-06-20
34985,125,Kygo,Remind Me to Forget,"1,304",2019-06-20
34986,126,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),"1,293",2019-06-20
34987,127,Martin Garrix,Ocean (feat. Khalid),"1,281",2019-06-20
34988,128,Queen,Bohemian Rhapsody - 2011 Mix,"1,275",2019-06-20
34989,129,Zero12Finest,Baby Are You Coming?,"1,269",2019-06-20
34990,130,NF,Let You Down,"1,268",2019-06-20
34991,131,Jonas Blue,What I Like About You (feat. Theresa Rex),"1,268",2019-06-20
34992,132,Zedd,Happy Now,"1,267",2019-06-20
34993,133,Galantis,Bones (feat. OneRepublic),"1,261",2019-06-20
34994,134,Lil Uzi Vert,Sanguine Paradise,"1,254",2019-06-20
34995,135,XXXTENTACION,Jocelyn Flores,"1,250",2019-06-20
34996,136,George Ezra,Shotgun,"1,250",2019-06-20
34997,137,R3HAB,All Around The World (La La La),"1,247",2019-06-20
34998,138,Sun-El Musician,Into Ingawe,"1,246",2019-06-20
34999,139,Summer Walker,Girls Need Love (with Drake) - Remix,"1,239",2019-06-20
35000,140,Kodak Black,ZEZE,"1,234",2019-06-20
35001,141,Sam Smith,Too Good At Goodbyes,"1,233",2019-06-20
35002,142,Khalid,Love Lies (with Normani),"1,228",2019-06-20
35003,143,Alesso,Sad Song (feat. TINI),"1,228",2019-06-20
35004,144,Andy Grammer,"Don't Give Up On Me - (From ""Five Feet Apart"")","1,227",2019-06-20
35005,145,Kygo,Not Ok,"1,220",2019-06-20
35006,146,Lil Baby,Drip Too Hard (Lil Baby & Gunna),"1,217",2019-06-20
35007,147,Russ,CIVIL WAR,"1,215",2019-06-20
35008,148,Drake,God's Plan,"1,210",2019-06-20
35009,149,Selena Gomez,Wolves,"1,207",2019-06-20
35010,150,Marshmello,Silence,"1,206",2019-06-20
35011,151,The Chainsmokers,Closer,"1,203",2019-06-20
35012,152,Kygo,Happy Now,"1,190",2019-06-20
35013,153,Mario,Let Me Love You,"1,188",2019-06-20
35014,154,TOTO,Africa,"1,170",2019-06-20
35015,155,DaniLeigh,Easy,"1,169",2019-06-20
35016,156,Bebe Rexha,I'm a Mess,"1,167",2019-06-20
35017,157,Tom Walker,Just You and I,"1,163",2019-06-20
35018,158,YNW Melly,Murder On My Mind,"1,162",2019-06-20
35019,159,DJ Khaled,"Jealous (feat. Chris Brown, Lil Wayne & Big Sean)","1,160",2019-06-20
35020,160,Kygo,Born To Be Yours,"1,160",2019-06-20
35021,161,BTS,Boy With Luv (feat. Halsey),"1,156",2019-06-20
35022,162,Rudimental,These Days,"1,154",2019-06-20
35023,163,Ricus Nel,Boerepompie (feat. Snotkop),"1,154",2019-06-20
35024,164,Ed Sheeran,Photograph,"1,152",2019-06-20
35025,165,Shawn Mendes,In My Blood,"1,149",2019-06-20
35026,166,Imagine Dragons,Bad Liar,"1,145",2019-06-20
35027,167,Ed Sheeran,Happier,"1,144",2019-06-20
35028,168,KayGee DaKing,Kokota,"1,135",2019-06-20
35029,169,Lukas Graham,Love Someone,"1,134",2019-06-20
35030,170,Khalid,My Bad,"1,133",2019-06-20
35031,171,DJ Khaled,"No Brainer (feat. Justin Bieber, Chance the Rapper & Quavo)","1,133",2019-06-20
35032,172,Miley Cyrus,Party In The U.S.A.,"1,132",2019-06-20
35033,173,Ariana Grande,no tears left to cry,"1,129",2019-06-20
35034,174,The Chainsmokers,Something Just Like This,"1,129",2019-06-20
35035,175,Sheck Wes,Mo Bamba,"1,128",2019-06-20
35036,176,Billie Eilish,i love you,"1,127",2019-06-20
35037,177,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","1,121",2019-06-20
35038,178,DJ Khaled,Wish Wish (feat. Cardi B & 21 Savage),"1,119",2019-06-20
35039,179,Elandré,Vuur Op Die Water,"1,115",2019-06-20
35040,180,Billie Eilish,ocean eyes,"1,115",2019-06-20
35041,181,Post Malone,Candy Paint,"1,111",2019-06-20
35042,182,Khalid,Young Dumb & Broke,"1,107",2019-06-20
35043,183,Rita Ora,Let You Love Me,"1,106",2019-06-20
35044,184,MAX,Love Me Less (feat. Quinn XCII),"1,106",2019-06-20
35045,185,Shawn Mendes,Treat You Better,"1,105",2019-06-20
35046,186,Blanco Brown,The Git Up,"1,105",2019-06-20
35047,187,H.E.R.,Best Part (feat. Daniel Caesar),"1,099",2019-06-20
35048,188,NOTD,So Close,"1,097",2019-06-20
35049,189,Billie Eilish,all the good girls go to hell,"1,091",2019-06-20
35050,190,Shawn Mendes,Lost In Japan,"1,091",2019-06-20
35051,191,Ellie Goulding,Sixteen,"1,090",2019-06-20
35052,192,Hailee Steinfeld,Starving,"1,086",2019-06-20
35053,193,Billie Eilish,xanny,"1,084",2019-06-20
35054,194,Lewis Capaldi,Bruises,"1,083",2019-06-20
35055,195,Dua Lipa,IDGAF,"1,080",2019-06-20
35056,196,Lauv,There's No Way (feat. Julia Michaels),"1,079",2019-06-20
35057,197,6LACK,Pretty Little Fears (feat. J. Cole),"1,077",2019-06-20
35058,198,Drake,In My Feelings,"1,076",2019-06-20
35059,199,Daddy Yankee,Con Calma,"1,075",2019-06-20
35060,200,Train,"Hey, Soul Sister","1,074",2019-06-20
35061,1,Ed Sheeran,I Don't Care (with Justin Bieber),"9,019",2019-06-21
35062,2,Lil Nas X,Old Town Road (feat. Billy Ray Cyrus) - Remix,"8,684",2019-06-21
35063,3,Billie Eilish,bad guy,"7,795",2019-06-21
35064,4,Shawn Mendes,Señorita,"7,386",2019-06-21
35065,5,Lil Nas X,Panini,"7,325",2019-06-21
35066,6,Drake,Money In The Grave (Drake ft. Rick Ross),"6,641",2019-06-21
35067,7,Taylor Swift,You Need To Calm Down,"6,613",2019-06-21
35068,8,Chris Brown,No Guidance (feat. Drake),"6,105",2019-06-21
35069,9,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,"5,517",2019-06-21
35070,10,Katy Perry,Never Really Over,"4,963",2019-06-21
35071,11,Young Thug,The London (feat. J. Cole & Travis Scott),"4,855",2019-06-21
35072,12,Shawn Mendes,If I Can't Have You,"4,521",2019-06-21
35073,13,Post Malone,Wow.,"4,481",2019-06-21
35074,14,The Chainsmokers,Call You Mine,"4,307",2019-06-21
35075,15,Jonas Brothers,Sucker,"4,293",2019-06-21
35076,16,Khalid,Talk (feat. Disclosure),"4,265",2019-06-21
35077,17,Lewis Capaldi,Someone You Loved,"4,108",2019-06-21
35078,18,MEDUZA,Piece Of Your Heart,"3,949",2019-06-21
35079,19,Lil Nas X,Rodeo,"3,881",2019-06-21
35080,20,Avicii,SOS (feat. Aloe Blacc),"3,881",2019-06-21
35081,21,Lil Nas X,Old Town Road,"3,877",2019-06-21
35082,22,Nicki Minaj,MEGATRON,"3,839",2019-06-21
35083,23,Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),"3,819",2019-06-21
35084,24,Marshmello,One Thing Right,"3,797",2019-06-21
35085,25,benny blanco,Eastside (with Halsey & Khalid),"3,727",2019-06-21
35086,26,Sam Smith,Dancing With A Stranger (with Normani),"3,634",2019-06-21
35087,27,OneRepublic,Rescue Me,"3,559",2019-06-21
35088,28,Marshmello,Happier,"3,469",2019-06-21
35089,29,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),"3,448",2019-06-21
35090,30,"Tyler, The Creator",EARFQUAKE,"3,430",2019-06-21
35091,31,Ariana Grande,7 rings,"3,372",2019-06-21
35092,32,Khalid,Better,"3,359",2019-06-21
35093,33,Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),"3,316",2019-06-21
35094,34,Jonas Brothers,Only Human,"3,065",2019-06-21
35095,35,Avicii,Heaven,"3,049",2019-06-21
35096,36,Ava Max,Sweet but Psycho,"2,990",2019-06-21
35097,37,Lady Gaga,Shallow,"2,822",2019-06-21
35098,38,Lil Tecca,Ransom,"2,817",2019-06-21
35099,39,5 Seconds of Summer,Easier,"2,810",2019-06-21
35100,40,Post Malone,Better Now,"2,788",2019-06-21
35101,41,Marshmello,Here With Me,"2,757",2019-06-21
35102,42,5 Seconds of Summer,Youngblood,"2,749",2019-06-21
35103,43,Billie Eilish,bury a friend,"2,748",2019-06-21
35104,44,Halsey,Without Me,"2,721",2019-06-21
35105,45,J. Cole,MIDDLE CHILD,"2,715",2019-06-21
35106,46,Lizzo,Truth Hurts,"2,672",2019-06-21
35107,47,YG,"Go Loko (feat. Tyga, Jon Z)","2,652",2019-06-21
35108,48,Post Malone,rockstar (feat. 21 Savage),"2,635",2019-06-21
35109,49,The Chainsmokers,Who Do You Love,"2,617",2019-06-21
35110,50,Prince Kaybee,Fetch Your Life - Edit,"2,548",2019-06-21
35111,51,Billie Eilish,when the party's over,"2,520",2019-06-21
35112,52,Bazzi,Focus (feat. 21 Savage),"2,511",2019-06-21
35113,53,Ellie Goulding,Close To Me (with Diplo) (feat. Swae Lee),"2,509",2019-06-21
35114,54,Lauv,I Like Me Better,"2,501",2019-06-21
35115,55,De Mthuda,Shesha,"2,455",2019-06-21
35116,56,Mark Ronson,Find U Again (feat. Camila Cabello),"2,435",2019-06-21
35117,57,Panic! At The Disco,High Hopes,"2,430",2019-06-21
35118,58,Bazzi,Paradise,"2,419",2019-06-21
35119,59,Lauv,i'm so tired...,"2,419",2019-06-21
35120,60,DaBaby,Suge,"2,405",2019-06-21
35121,61,The Chainsmokers,This Feeling,"2,307",2019-06-21
35122,62,Loud Luxury,Body (feat. Brando),"2,268",2019-06-21
35123,63,Miley Cyrus,Mother's Daughter,"2,212",2019-06-21
35124,64,Prince Kaybee,Gugulethu,"2,186",2019-06-21
35125,65,Mabel,Mad Love,"2,172",2019-06-21
35126,66,Nasty C,SMA,"2,167",2019-06-21
35127,67,Kygo,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")","2,123",2019-06-21
35128,68,Billie Eilish,lovely (with Khalid),"2,118",2019-06-21
35129,69,Anne-Marie,2002,"2,105",2019-06-21
35130,70,Ali Gatie,It's You,"2,096",2019-06-21
35131,71,Khalid,Saturday Nights,"2,046",2019-06-21
35132,72,Chris Brown,Heat (feat. Gunna),"2,011",2019-06-21
35133,73,Mabel,Don't Call Me Up,"2,005",2019-06-21
35134,74,P!nk,Walk Me Home,"1,998",2019-06-21
35135,75,Dominic Fike,3 Nights,"1,969",2019-06-21
35136,76,Meek Mill,Going Bad (feat. Drake),"1,959",2019-06-21
35137,77,Maroon 5,Girls Like You (feat. Cardi B),"1,897",2019-06-21
35138,78,Tellaman,Whipped,"1,886",2019-06-21
35139,79,88-Keys,That's Life (feat. Mac Miller & Sia),"1,885",2019-06-21
35140,80,Travis Scott,SICKO MODE,"1,881",2019-06-21
35141,81,Dynoro,In My Mind,"1,878",2019-06-21
35142,82,Ariana Grande,"thank u, next","1,850",2019-06-21
35143,83,Ariana Grande,"break up with your girlfriend, i'm bored","1,834",2019-06-21
35144,84,Alec Benjamin,Let Me Down Slowly,"1,785",2019-06-21
35145,85,A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),"1,779",2019-06-21
35146,86,Dean Lewis,Be Alright,"1,768",2019-06-21
35147,87,KayGee DaKing,Kokota,"1,758",2019-06-21
35148,88,Drake,Omertà,"1,740",2019-06-21
35149,89,Zero12Finest,Baby Are You Coming?,"1,723",2019-06-21
35150,90,Lil Nas X,F9mily (You & Me),"1,721",2019-06-21
35151,91,Joji,Sanctuary,"1,695",2019-06-21
35152,92,Logic,Homicide (feat. Eminem),"1,677",2019-06-21
35153,93,Jonas Blue,Rise,"1,663",2019-06-21
35154,94,XXXTENTACION,SAD!,"1,653",2019-06-21
35155,95,R3HAB,All Around The World (La La La),"1,646",2019-06-21
35156,96,Tiësto,Ritual,"1,636",2019-06-21
35157,97,Offset,Clout (feat. Cardi B),"1,631",2019-06-21
35158,98,Journey,Don't Stop Believin',"1,630",2019-06-21
35159,99,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,"1,628",2019-06-21
35160,100,Post Malone,I Fall Apart,"1,619",2019-06-21
35161,101,Machine Gun Kelly,I Think I'm OKAY (with YUNGBLUD & Travis Barker),"1,618",2019-06-21
35162,102,Lil Nas X,Kick It,"1,607",2019-06-21
35163,103,Black Coffee,Drive (feat. Delilah Montagu) - Edit,"1,606",2019-06-21
35164,104,Zara Larsson,All the Time,"1,598",2019-06-21
35165,105,Ed Sheeran,Shape of You,"1,596",2019-06-21
35166,106,Juice WRLD,Lucid Dreams,"1,591",2019-06-21
35167,107,Zedd,The Middle,"1,551",2019-06-21
35168,108,Drake,Nonstop,"1,551",2019-06-21
35169,109,Calvin Harris,Giant (with Rag'n'Bone Man),"1,547",2019-06-21
35170,110,Kehlani,Nights Like This (feat. Ty Dolla $ign),"1,546",2019-06-21
35171,111,Tyga,Taste (feat. Offset),"1,544",2019-06-21
35172,112,Mustard,Pure Water (with Migos),"1,524",2019-06-21
35173,113,Queen,Bohemian Rhapsody - 2011 Mix,"1,512",2019-06-21
35174,114,Lil Nas X,Bring U Down,"1,512",2019-06-21
35175,115,Post Malone,Congratulations,"1,504",2019-06-21
35176,116,DJ Snake,Loco Contigo (with J. Balvin & Tyga),"1,488",2019-06-21
35177,117,Post Malone,Psycho (feat. Ty Dolla $ign),"1,483",2019-06-21
35178,118,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),"1,482",2019-06-21
35179,119,Tiësto,Jackie Chan,"1,482",2019-06-21
35180,120,Billie Eilish,wish you were gay,"1,481",2019-06-21
35181,121,George Ezra,Shotgun,"1,481",2019-06-21
35182,122,Imagine Dragons,Thunder,"1,467",2019-06-21
35183,123,Halsey,Nightmare,"1,454",2019-06-21
35184,124,Lady Zamar,Sharp Shooter,"1,435",2019-06-21
35185,125,BTS,Boy With Luv (feat. Halsey),"1,429",2019-06-21
35186,126,Polo G,Pop Out (feat. Lil Tjay),"1,423",2019-06-21
35187,127,Billie Eilish,you should see me in a crown,"1,417",2019-06-21
35188,128,Imagine Dragons,Believer,"1,407",2019-06-21
35189,129,Joyner Lucas,Isis,"1,406",2019-06-21
35190,130,Migos,Stripper Bowl,"1,404",2019-06-21
35191,131,Ava Max,So Am I,"1,402",2019-06-21
35192,132,BTS,All Night (BTS World Original Soundtrack) [Pt. 3],"1,401",2019-06-21
35193,133,Alesso,Sad Song (feat. TINI),"1,401",2019-06-21
35194,134,Ed Sheeran,Perfect,"1,389",2019-06-21
35195,135,Sun-El Musician,Into Ingawe,"1,383",2019-06-21
35196,136,Lil Nas X,C7osure (You Like),"1,383",2019-06-21
35197,137,Russ,CIVIL WAR,"1,378",2019-06-21
35198,138,XXXTENTACION,Moonlight,"1,373",2019-06-21
35199,139,Bazzi,Beautiful (feat. Camila Cabello),"1,373",2019-06-21
35200,140,Jonas Blue,What I Like About You (feat. Theresa Rex),"1,369",2019-06-21
35201,141,Dreamville,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)","1,357",2019-06-21
35202,142,TOTO,Africa,"1,355",2019-06-21
35203,143,James Arthur,Say You Won't Let Go,"1,348",2019-06-21
35204,144,Galantis,Bones (feat. OneRepublic),"1,346",2019-06-21
35205,145,Marshmello,Silence,"1,321",2019-06-21
35206,146,DJ Khaled,Just Us (feat. SZA),"1,321",2019-06-21
35207,147,Cardi B,Please Me,"1,308",2019-06-21
35208,148,Blanco Brown,The Git Up,"1,307",2019-06-21
35209,149,21 Savage,a lot,"1,306",2019-06-21
35210,150,Elandré,Vuur Op Die Water,"1,291",2019-06-21
35211,151,DJ Khaled,"Jealous (feat. Chris Brown, Lil Wayne & Big Sean)","1,288",2019-06-21
35212,152,Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)","1,286",2019-06-21
